student_id,attendance,quiz_avg,assignment_avg,midterm_score,project_score,study_hours_per_week,participation_score,final_score,degree_category
362,85.73,51.59,67.37,52.68,80.22,13.0,62.6,64.89,Acceptable
363,78.33,74.26,60.64,80.0,88.18,24.0,46.82,71.63,Good
364,81.82,74.74,70.76,52.16,76.17,29.3,62.89,69.59,Good
365,97.66,80.32,75.59,96.04,61.34,23.0,61.88,71.97,Good
366,75.44,47.24,47.32,76.36,83.33,39.7,70.75,72.52,Good
367,98.45,79.37,51.52,56.09,54.01,26.4,54.97,64.94,Acceptable
368,96.21,90.0,74.61,52.52,72.09,18.0,41.5,65.41,Good
369,67.83,49.88,63.19,47.41,58.17,32.0,65.26,53.22,Acceptable
370,62.77,53.06,83.65,80.15,59.22,11.0,88.11,73.64,Good
371,64.03,93.43,79.57,49.22,60.11,18.5,76.48,64.58,Acceptable
372,60.73,49.95,89.82,73.69,69.34,17.1,53.69,66.14,Good
373,63.78,86.99,81.7,52.2,52.56,20.1,95.49,59.82,Acceptable
374,87.32,67.08,67.79,78.03,69.89,32.4,93.85,73.52,Good
375,62.85,53.6,80.67,87.97,75.59,21.9,44.65,71.86,Good
376,72.76,87.89,59.6,85.57,74.16,32.8,32.76,76.49,Very Good
377,93.8,64.49,61.23,84.46,69.14,25.2,81.89,69.29,Good
378,60.93,68.31,86.82,47.2,91.96,17.0,87.93,65.85,Good
379,92.58,59.76,68.66,40.75,57.27,33.3,97.75,64.0,Acceptable
380,71.27,72.61,87.31,80.43,75.28,13.3,92.29,79.95,Very Good
381,64.73,48.99,88.59,58.94,53.1,12.9,72.04,57.39,Acceptable
382,87.87,61.51,90.45,63.1,53.56,22.7,67.1,72.02,Good
383,85.16,93.32,93.58,37.02,78.69,14.1,31.95,69.7,Good
384,95.1,54.2,67.84,51.87,78.3,5.3,47.27,66.14,Good
385,89.4,76.12,61.9,37.19,93.9,27.7,62.17,67.18,Good
386,92.14,57.89,75.86,92.15,77.89,22.9,74.0,70.68,Good
387,71.28,82.54,64.67,50.82,97.99,20.6,69.01,70.32,Good
388,67.1,47.2,76.86,71.23,52.43,38.8,81.98,69.59,Good
389,90.02,93.34,82.4,37.53,54.9,25.0,49.58,62.77,Acceptable
390,92.27,64.96,81.49,78.35,52.2,35.2,69.55,72.01,Good
391,99.62,52.98,64.85,56.0,59.26,9.9,36.17,59.25,Acceptable
392,76.5,44.04,53.84,93.36,77.06,24.9,58.96,61.14,Acceptable
393,74.88,49.34,67.82,92.73,82.28,35.4,82.51,81.65,Very Good
394,91.06,68.59,52.56,56.14,52.28,25.4,78.54,58.8,Acceptable
395,73.63,58.54,92.18,93.56,97.3,30.1,99.34,87.68,Excellent
396,97.23,85.59,63.33,99.75,92.11,18.0,49.45,83.05,Very Good
397,94.34,63.7,53.19,88.65,64.83,8.2,64.87,72.8,Good
398,77.16,53.68,46.35,89.92,53.86,21.0,53.07,64.79,Acceptable
399,90.03,73.94,79.23,51.19,58.49,18.8,60.84,65.12,Good
400,90.18,78.87,78.76,72.49,56.35,35.3,89.99,72.23,Good
401,64.12,49.19,63.05,39.37,56.16,13.5,77.89,55.46,Acceptable
402,96.1,49.22,48.8,41.17,75.93,38.8,91.77,56.05,Acceptable
403,80.21,42.02,66.71,99.93,62.29,38.5,44.25,74.07,Good
404,93.06,80.5,61.49,56.23,67.91,13.7,91.14,64.29,Acceptable
405,72.8,76.51,80.89,83.63,99.48,17.2,34.18,83.35,Very Good
406,95.82,66.1,77.11,87.43,84.22,36.3,92.2,83.26,Very Good
407,75.57,86.43,64.32,90.77,97.45,38.8,53.04,85.01,Excellent
408,60.43,84.31,56.55,99.85,57.13,20.5,52.02,71.8,Good
409,96.22,72.19,97.37,50.7,69.11,16.2,65.85,66.48,Good
410,63.65,87.75,69.06,37.62,77.74,23.4,95.85,63.43,Acceptable
411,72.77,51.32,81.48,61.73,53.84,29.1,33.34,64.79,Acceptable
412,98.0,46.16,52.45,43.46,50.21,14.6,54.66,53.17,Acceptable
413,98.02,54.84,70.74,36.46,83.52,30.8,89.96,69.88,Good
414,82.94,43.14,46.46,58.43,82.09,6.8,57.72,60.03,Acceptable
415,85.27,69.21,71.79,85.94,70.54,6.7,43.94,69.0,Good
416,77.94,91.51,96.09,71.8,74.48,18.5,59.74,76.5,Very Good
417,71.73,42.16,65.36,55.33,70.77,17.4,56.99,59.89,Acceptable
418,73.15,46.72,47.07,77.53,51.2,16.0,94.08,53.13,Acceptable
419,86.9,64.87,46.64,50.08,66.77,22.2,83.34,65.58,Good
420,90.09,91.36,65.56,35.93,58.85,16.2,65.36,63.2,Acceptable
421,91.66,57.39,53.48,84.68,54.92,11.7,99.19,70.73,Good
422,91.58,67.9,46.24,75.54,97.84,15.8,62.57,67.41,Good
423,63.65,42.29,85.08,84.55,79.97,39.1,34.08,77.18,Very Good
424,79.78,48.16,69.3,37.53,86.43,19.4,48.36,67.27,Good
425,62.3,94.26,60.33,89.41,65.77,20.6,60.52,69.58,Good
426,81.98,93.08,92.7,75.27,69.66,25.2,40.98,80.96,Very Good
427,77.66,40.27,51.16,71.62,61.85,39.4,96.33,64.06,Acceptable
428,95.51,92.35,95.66,75.6,54.85,13.5,83.68,73.64,Good
429,74.04,75.15,61.64,91.19,58.95,28.8,48.78,73.12,Good
430,64.68,87.74,92.09,73.15,89.88,30.1,71.36,84.13,Very Good
431,65.72,65.01,76.96,72.76,83.88,26.3,80.5,72.18,Good
432,90.46,68.36,88.82,99.39,77.35,8.1,95.89,86.69,Excellent
433,84.73,66.89,97.15,84.19,73.75,28.7,91.71,76.91,Very Good
434,64.04,76.68,60.29,63.75,96.12,7.2,66.06,64.85,Acceptable
435,63.36,47.68,95.94,80.98,53.64,25.9,84.23,71.5,Good
436,88.04,41.65,65.64,60.3,64.03,30.9,69.35,63.47,Acceptable
437,62.91,56.94,65.43,49.88,67.5,12.4,68.69,56.72,Acceptable
438,92.87,78.76,63.04,73.8,89.12,34.5,38.03,78.62,Very Good
439,88.25,51.1,73.69,95.33,99.63,6.1,38.83,79.28,Very Good
440,63.25,77.04,53.17,95.39,62.03,34.5,67.07,75.01,Very Good
441,63.39,93.35,74.35,57.22,93.72,21.1,48.82,72.97,Good
442,99.47,45.16,73.71,69.3,91.53,12.6,31.47,72.05,Good
443,74.97,76.99,85.38,48.76,61.23,9.7,80.6,64.46,Acceptable
444,74.83,64.41,89.18,99.72,69.97,38.4,32.27,86.47,Excellent
445,92.51,87.75,68.34,98.77,70.48,7.5,71.67,76.96,Very Good
446,97.89,49.74,61.02,77.22,98.91,12.0,67.74,79.74,Very Good
447,99.44,78.09,58.74,87.29,59.04,17.2,97.82,74.18,Good
448,90.14,86.1,55.32,81.48,89.96,26.7,63.89,73.76,Good
449,75.05,91.95,48.06,73.56,66.71,24.1,34.45,71.48,Good
450,63.34,77.58,63.15,38.47,86.54,9.4,68.62,62.51,Acceptable
451,91.09,67.34,59.32,64.56,71.0,15.1,88.88,70.3,Good
452,82.34,73.98,96.22,78.86,78.92,13.4,99.78,84.4,Very Good
453,76.97,87.79,74.56,79.04,91.63,12.5,60.12,79.44,Very Good
454,96.25,71.38,63.41,59.25,90.21,19.4,52.42,69.14,Good
455,64.45,41.67,75.76,96.21,93.32,29.6,93.47,81.87,Very Good
456,79.71,91.2,52.38,45.88,52.98,12.6,43.39,57.94,Acceptable
457,60.45,77.92,68.53,67.52,84.6,17.8,73.08,73.18,Good
458,78.75,77.21,78.19,79.91,57.0,18.7,58.4,65.26,Good
459,62.25,51.86,70.91,80.31,70.79,39.2,32.88,70.31,Good
460,64.75,76.24,66.29,77.16,77.43,38.4,54.31,71.55,Good
461,64.7,61.66,97.67,52.89,70.14,33.0,48.57,74.02,Good
462,85.97,75.82,91.66,45.15,75.98,13.5,78.03,72.24,Good
463,89.84,45.86,78.04,76.34,99.83,7.4,96.42,76.98,Very Good
464,83.33,76.18,75.18,73.95,56.76,16.1,48.76,70.55,Good
465,98.49,94.97,77.9,46.66,83.77,14.3,86.8,71.23,Good
466,74.99,42.65,55.67,80.83,69.8,22.7,33.88,68.6,Good
467,71.43,93.74,65.94,64.59,56.65,32.2,67.67,75.25,Very Good
468,94.74,62.38,47.09,78.4,57.94,35.0,34.94,66.74,Good
469,68.94,87.89,70.2,89.43,97.46,34.6,95.38,89.83,Excellent
470,98.53,83.03,73.78,46.03,93.98,17.6,83.64,72.04,Good
471,60.49,71.19,57.07,36.24,95.35,29.1,76.06,61.32,Acceptable
472,98.8,80.61,96.09,85.64,99.58,15.9,87.67,89.02,Excellent
473,61.73,88.32,93.2,74.63,60.42,7.1,75.33,74.76,Good
474,95.65,62.23,83.27,80.48,67.77,29.6,97.83,76.63,Very Good
475,81.11,57.99,73.27,89.48,83.46,5.3,79.98,76.81,Very Good
476,99.72,76.72,91.11,87.18,74.19,19.3,94.73,84.41,Very Good
477,62.95,84.43,51.92,97.46,70.92,16.5,66.2,70.27,Good
478,82.15,81.93,86.9,69.84,67.89,29.3,38.19,76.05,Very Good
479,98.77,83.88,51.62,66.75,79.69,31.8,66.97,75.32,Very Good
480,80.92,63.96,87.09,61.12,78.78,15.6,38.88,70.56,Good
481,85.18,84.98,59.62,44.99,58.07,33.4,71.47,67.26,Good
482,87.83,46.61,91.49,72.22,73.59,15.3,63.77,68.29,Good
483,78.18,69.95,95.03,53.01,77.67,20.6,73.58,73.76,Good
484,85.1,40.32,52.89,94.88,78.51,30.4,30.7,66.39,Good
485,83.37,57.85,69.52,72.91,60.51,29.3,43.64,63.74,Acceptable
486,96.05,60.16,96.99,73.53,87.11,39.6,64.39,80.1,Very Good
487,61.82,61.79,70.62,58.07,51.26,12.9,96.54,57.95,Acceptable
488,71.24,78.25,90.77,38.38,67.74,28.2,56.85,64.88,Acceptable
489,98.02,61.37,76.2,37.06,89.01,26.3,59.71,66.95,Good
490,95.61,64.68,64.89,62.52,78.19,37.0,80.03,74.65,Good
491,78.23,53.06,60.15,40.5,63.06,10.5,72.27,54.51,Acceptable
492,84.81,60.53,55.77,74.45,84.75,31.3,50.92,65.98,Good
493,71.1,52.5,85.38,92.26,78.37,24.9,58.76,80.27,Very Good
494,67.52,44.03,65.49,92.39,89.81,14.6,45.24,69.09,Good
495,78.55,73.19,72.1,77.84,86.75,21.6,97.62,77.47,Very Good
496,74.13,76.75,71.09,48.73,80.51,16.7,39.14,66.81,Good
497,83.35,74.07,75.6,91.09,74.41,25.3,56.03,78.78,Very Good
498,63.11,65.49,90.88,92.6,56.66,36.1,31.81,78.18,Very Good
499,98.98,60.89,96.98,47.78,63.07,24.9,45.52,69.81,Good
500,99.45,87.48,66.6,82.93,70.95,27.1,84.63,76.35,Very Good
501,87.93,68.55,88.86,53.62,79.96,23.2,44.08,77.88,Very Good
502,81.44,66.36,85.52,87.17,75.69,6.8,35.6,75.34,Very Good
503,72.38,41.41,75.4,99.82,64.41,13.2,63.21,70.73,Good
504,92.55,58.77,95.67,36.95,50.32,22.2,30.7,63.71,Acceptable
505,87.39,60.91,55.63,93.33,74.81,15.9,35.93,71.82,Good
506,66.5,61.94,50.79,75.47,64.28,11.4,86.53,64.77,Acceptable
507,96.44,71.91,90.26,98.27,86.73,22.6,84.0,94.9,Excellent
508,92.9,69.35,68.27,65.23,51.2,16.3,94.06,65.81,Good
509,97.99,73.43,89.89,90.08,79.24,14.0,89.82,82.45,Very Good
510,89.03,82.07,92.33,39.06,97.07,21.2,77.82,75.75,Very Good
511,84.54,84.71,48.31,56.79,58.72,9.7,33.66,62.87,Acceptable
512,76.73,79.5,91.82,39.36,73.58,37.5,84.8,66.92,Good
513,97.31,92.55,68.76,98.4,54.57,35.4,89.19,75.86,Very Good
514,94.64,41.0,72.05,88.1,81.28,29.8,85.94,74.56,Good
515,61.81,50.77,78.21,90.42,77.53,8.7,65.59,67.01,Good
516,61.05,40.42,94.1,95.97,70.37,32.2,46.3,74.11,Good
517,75.06,75.61,46.01,40.53,76.07,33.3,89.17,63.52,Acceptable
518,92.42,89.39,70.27,60.06,94.83,31.9,80.9,76.04,Very Good
519,99.49,53.39,81.45,39.62,59.81,9.0,98.65,57.89,Acceptable
520,66.02,90.99,83.3,48.7,51.13,27.5,40.9,65.01,Good
521,83.77,43.31,81.7,49.91,93.08,34.2,45.8,71.46,Good
522,75.24,91.39,52.13,65.49,78.86,25.2,44.83,64.11,Acceptable
523,98.8,59.34,60.87,52.46,94.53,27.6,85.48,73.16,Good
524,93.68,45.58,64.01,41.56,79.85,21.0,43.08,62.6,Acceptable
525,93.53,66.72,87.64,45.89,90.51,23.5,34.67,74.0,Good
526,78.75,54.12,59.77,44.57,71.48,6.2,99.9,62.81,Acceptable
527,76.59,55.67,56.17,98.25,87.49,27.4,31.74,80.92,Very Good
528,70.94,56.9,95.74,84.35,95.65,7.9,88.47,79.33,Very Good
529,62.26,84.17,45.47,97.9,78.61,20.2,55.58,73.78,Good
530,94.59,69.65,97.88,63.58,59.04,15.2,88.91,72.29,Good
531,92.52,57.12,80.87,53.09,63.44,24.1,68.82,66.41,Good
532,99.99,73.57,88.91,86.89,59.93,9.7,93.11,82.99,Very Good
533,99.87,79.39,60.61,56.21,62.34,29.2,94.83,64.9,Acceptable
534,82.22,54.99,45.76,54.46,65.32,32.8,30.64,55.35,Acceptable
535,90.76,62.75,84.11,50.11,77.76,10.7,35.28,70.62,Good
536,97.79,46.7,89.21,43.43,79.4,8.7,47.53,67.88,Good
537,93.99,49.96,84.25,51.67,71.32,10.1,76.85,64.94,Acceptable
538,69.89,77.46,52.57,58.1,80.77,35.7,92.18,71.44,Good
539,78.02,49.98,84.93,78.81,54.08,23.5,62.2,69.87,Good
540,65.17,68.88,85.75,39.07,54.39,21.4,72.49,65.44,Good
541,98.16,79.0,79.9,48.68,58.59,8.7,43.19,65.01,Good
542,84.25,45.88,85.6,87.59,75.9,27.7,86.35,80.37,Very Good
543,69.15,71.2,89.83,44.55,60.7,35.4,97.71,76.07,Very Good
544,86.87,54.11,77.52,57.27,64.16,34.0,48.8,67.94,Good
545,84.73,92.96,49.7,91.2,70.02,26.9,64.64,75.9,Very Good
546,74.33,66.6,70.84,45.07,90.59,7.6,36.03,65.9,Good
547,64.54,84.33,49.12,40.38,50.69,8.9,69.14,52.64,Acceptable
548,86.86,70.26,66.6,66.49,82.47,6.7,65.19,76.93,Very Good
549,80.81,42.39,66.58,54.66,83.44,14.0,40.11,62.41,Acceptable
550,90.89,74.82,48.5,71.62,89.93,9.7,60.94,69.35,Good
551,80.81,92.33,63.49,87.25,96.64,14.1,53.39,77.69,Very Good
552,94.09,73.09,50.88,43.91,51.01,18.5,66.53,60.66,Acceptable
553,82.08,85.06,87.84,72.75,57.69,38.0,71.0,79.16,Very Good
554,82.44,88.63,95.23,67.86,94.31,26.4,30.59,79.74,Very Good
555,95.07,52.54,48.83,44.37,72.93,34.2,83.27,63.0,Acceptable
556,76.14,51.66,95.62,75.56,78.23,29.9,79.91,72.23,Good
557,65.36,73.6,72.7,52.79,83.15,8.9,55.64,66.4,Good
558,61.15,62.61,60.88,66.71,83.95,30.8,33.71,68.04,Good
559,90.21,86.19,49.07,40.35,96.59,14.6,82.85,72.26,Good
560,84.81,89.5,71.53,64.87,99.85,27.4,96.86,78.35,Very Good
561,88.16,59.44,87.11,54.92,86.01,16.9,46.81,66.71,Good
562,68.52,53.03,82.48,88.45,64.36,39.9,52.65,71.22,Good
563,65.45,82.93,47.66,38.7,93.99,14.2,42.87,56.9,Acceptable
564,60.58,55.11,48.86,62.21,52.46,14.8,70.39,59.52,Acceptable
565,74.02,85.24,66.35,64.8,61.55,37.6,40.84,73.35,Good
566,83.6,63.31,60.65,82.13,94.87,5.9,54.93,73.93,Good
567,75.69,76.72,57.32,72.33,62.81,29.4,78.79,72.46,Good
568,77.5,45.25,59.89,78.37,61.03,30.4,69.21,65.98,Good
569,96.17,74.31,87.58,85.51,56.91,34.3,57.05,77.89,Very Good
570,73.93,64.85,94.25,91.04,92.96,39.1,59.42,84.18,Very Good
571,80.56,72.26,66.47,55.4,75.0,39.1,69.35,68.47,Good
572,91.35,49.24,93.02,69.97,83.74,7.3,30.41,67.16,Good
573,75.86,80.53,62.04,89.61,61.95,33.8,35.5,73.65,Good
574,84.88,87.45,70.25,99.31,87.9,27.6,91.69,85.98,Excellent
575,94.49,51.92,56.98,92.82,88.0,27.7,35.45,76.9,Very Good
576,97.98,45.26,78.95,59.15,65.63,9.5,79.48,65.73,Good
577,65.88,41.3,96.89,47.69,70.53,27.8,94.4,65.89,Good
578,97.06,75.31,76.99,66.81,60.48,39.4,48.95,69.96,Good
579,79.68,73.39,63.96,83.21,98.83,36.9,55.93,79.96,Very Good
580,70.33,70.07,79.33,67.02,82.28,20.4,69.82,74.87,Good
581,78.37,52.76,51.51,66.41,96.73,6.4,91.72,63.96,Acceptable
582,99.2,61.5,92.1,89.48,65.17,17.7,95.93,80.24,Very Good
583,79.7,72.7,71.66,58.49,89.09,33.9,81.77,74.68,Good
584,73.15,67.32,68.82,90.89,88.29,29.6,36.06,74.9,Good
585,85.34,94.33,76.05,61.44,84.58,21.1,76.84,74.88,Good
586,69.61,47.5,78.11,56.34,98.28,6.9,58.72,67.94,Good
587,63.03,78.23,48.8,64.51,69.68,19.9,62.95,60.1,Acceptable
588,65.16,62.24,81.18,84.56,56.54,21.4,33.44,69.93,Good
589,65.12,63.55,57.82,43.19,83.59,37.5,43.37,59.29,Acceptable
590,66.08,79.47,82.84,47.77,86.47,27.4,85.34,75.22,Very Good
591,65.55,78.08,88.59,96.84,78.75,15.9,61.78,88.04,Excellent
592,85.63,94.52,87.61,46.41,60.34,23.4,51.12,66.83,Good
593,67.28,47.06,74.28,71.9,75.22,7.3,56.88,67.02,Good
594,73.83,45.73,72.57,72.66,65.61,39.0,89.81,67.23,Good
595,95.87,79.84,52.57,66.83,71.37,17.6,82.43,72.5,Good
596,78.96,71.81,86.09,76.91,82.26,21.7,49.06,72.94,Good
597,86.7,55.08,59.38,49.94,87.26,17.4,38.23,64.28,Acceptable
598,66.89,44.37,71.32,70.92,61.61,28.9,47.64,61.04,Acceptable
599,67.69,44.71,60.07,59.19,70.27,28.2,94.45,61.96,Acceptable
600,61.63,89.18,52.09,78.01,63.46,30.0,70.71,66.35,Good
601,66.76,50.55,78.37,44.18,59.93,14.4,67.34,60.6,Acceptable
602,71.14,57.79,47.88,72.11,89.17,16.0,71.75,64.3,Acceptable
603,67.08,52.47,84.68,47.04,95.46,9.4,55.62,67.98,Good
604,63.55,59.52,61.83,53.11,68.51,27.9,86.5,61.42,Acceptable
605,64.83,43.82,45.01,49.22,87.56,6.4,66.63,55.66,Acceptable
606,78.43,68.55,72.09,46.88,94.85,25.9,38.17,68.83,Good
607,68.25,43.72,47.48,88.67,92.31,35.4,39.03,67.6,Good
608,74.57,84.02,59.64,53.57,59.14,36.2,67.58,65.74,Good
609,80.14,52.85,82.47,95.26,97.81,20.7,95.56,87.77,Excellent
610,87.62,69.7,48.32,98.05,68.83,21.1,51.58,70.04,Good
611,61.57,88.4,89.48,72.13,66.96,7.7,90.87,77.76,Very Good
612,91.98,75.8,45.2,44.3,53.12,28.5,83.49,63.53,Acceptable
613,85.12,69.31,58.08,59.35,74.31,33.7,47.35,64.36,Acceptable
614,63.27,57.84,84.27,86.85,55.45,13.6,32.54,63.62,Acceptable
615,94.94,58.32,61.76,58.88,62.43,19.7,37.13,63.03,Acceptable
616,96.83,76.82,50.4,40.66,65.85,34.4,80.99,61.32,Acceptable
617,62.44,94.68,64.09,71.19,90.44,35.7,43.98,81.42,Very Good
618,71.08,76.4,59.33,89.93,93.77,13.5,55.99,76.26,Very Good
619,92.25,70.68,89.66,86.74,65.12,24.3,65.12,76.35,Very Good
620,89.93,80.19,61.61,46.38,92.93,11.7,80.78,65.59,Good
621,67.38,65.59,86.81,78.73,92.86,8.6,37.93,78.43,Very Good
622,68.37,43.31,92.27,49.33,88.23,36.9,58.45,67.59,Good
623,74.82,70.93,67.99,49.18,57.33,33.7,63.96,63.03,Acceptable
624,79.38,92.67,93.23,91.81,84.52,31.6,67.86,90.55,Excellent
625,84.73,49.64,65.0,51.23,97.25,6.7,87.29,64.93,Acceptable
626,74.76,77.95,96.1,52.11,84.13,34.5,42.02,74.52,Good
627,78.5,51.05,49.73,35.04,66.58,20.3,86.55,54.35,Acceptable
628,89.9,69.47,81.41,91.59,75.03,17.0,78.5,81.7,Very Good
629,61.47,45.32,71.17,86.52,82.29,24.1,68.91,73.5,Good
630,70.1,64.77,65.55,75.78,75.53,8.2,78.97,68.2,Good
631,88.53,81.59,78.53,83.77,56.0,31.5,58.84,76.01,Very Good
632,95.81,59.12,82.3,44.88,65.6,25.4,39.69,63.29,Acceptable
633,80.47,76.57,45.23,64.79,90.12,11.5,76.6,63.64,Acceptable
634,81.28,83.75,53.85,57.83,93.07,11.6,66.73,70.09,Good
635,64.29,90.99,82.79,41.1,56.87,11.4,74.76,69.13,Good
636,77.9,52.91,80.32,66.6,97.62,7.0,53.66,68.87,Good
637,81.3,61.96,96.2,94.85,66.44,25.6,93.48,79.22,Very Good
638,69.7,48.38,85.34,37.6,83.12,34.4,71.12,62.56,Acceptable
639,70.77,94.59,95.39,53.94,87.59,5.6,35.98,76.02,Very Good
640,75.09,90.99,82.23,48.49,90.6,6.7,61.49,73.1,Good
641,60.8,69.7,60.8,50.48,97.29,25.0,82.94,67.57,Good
642,72.88,86.31,50.58,94.05,65.65,33.7,85.59,72.73,Good
643,68.46,68.65,86.44,65.42,92.93,16.4,64.62,74.93,Good
644,73.1,74.3,79.14,65.31,56.58,17.2,92.63,64.02,Acceptable
645,64.79,44.9,47.55,84.44,85.25,25.9,48.74,66.99,Good
646,95.62,81.54,64.08,45.04,87.1,14.6,58.74,70.67,Good
647,83.74,47.02,95.71,66.67,83.89,5.9,92.9,69.65,Good
648,87.16,85.43,71.52,62.95,62.62,30.7,92.74,67.98,Good
649,91.57,83.01,67.93,73.8,93.65,26.9,78.0,84.38,Very Good
650,79.94,78.98,69.26,99.97,58.44,25.3,90.13,76.21,Very Good
651,63.48,41.99,56.07,85.01,52.68,31.0,36.21,64.74,Acceptable
652,81.48,56.67,64.54,60.86,85.87,28.6,90.55,69.59,Good
653,83.47,54.47,64.6,88.79,73.77,12.2,52.44,70.05,Good
654,89.82,59.81,47.77,46.1,92.45,17.3,42.48,63.13,Acceptable
655,77.27,44.82,85.68,36.98,69.17,9.4,46.76,55.53,Acceptable
656,65.1,91.53,67.07,48.29,58.41,9.5,59.26,61.96,Acceptable
657,71.35,70.46,88.58,57.13,91.82,28.7,47.58,72.88,Good
658,74.52,56.8,90.07,68.19,77.45,35.1,52.44,69.56,Good
659,85.84,61.83,56.24,74.98,59.46,38.7,39.45,67.57,Good
660,82.83,64.6,79.84,94.19,86.02,27.0,50.73,79.81,Very Good
661,74.24,73.03,70.03,68.14,75.56,11.4,70.06,68.99,Good
662,99.46,68.36,91.65,67.58,80.22,8.7,60.93,71.97,Good
663,84.23,90.57,56.43,38.27,73.04,33.4,54.27,69.14,Good
664,69.49,67.33,80.92,37.27,91.44,25.3,82.25,70.74,Good
665,64.07,94.57,77.21,70.83,91.48,26.6,92.55,82.89,Very Good
666,66.11,86.83,60.65,63.48,85.47,32.4,82.98,72.01,Good
667,69.84,51.47,52.24,89.55,55.27,29.6,53.24,59.77,Acceptable
668,66.43,91.18,79.54,45.44,91.94,34.2,82.11,80.22,Very Good
669,67.46,46.4,84.15,36.62,83.55,7.0,40.64,59.12,Acceptable
670,71.4,84.96,61.73,64.19,84.85,31.2,39.12,68.85,Good
671,66.93,60.93,79.18,50.44,68.15,34.8,54.19,66.22,Good
672,95.87,88.29,65.94,38.22,93.96,15.0,86.54,74.07,Good
673,63.21,87.74,82.8,82.1,86.27,27.4,47.24,79.54,Very Good
674,80.98,84.33,55.56,42.25,55.63,16.0,34.43,61.1,Acceptable
675,76.42,83.45,92.18,74.54,70.39,38.5,39.22,81.33,Very Good
676,99.3,56.76,60.23,53.27,94.32,6.2,90.11,64.72,Acceptable
677,64.48,44.45,64.49,46.28,52.36,25.3,74.36,52.91,Acceptable
678,75.91,62.16,48.08,59.68,98.07,10.8,47.72,67.68,Good
679,98.78,49.54,50.91,87.09,83.96,29.9,68.87,65.1,Good
680,94.62,78.22,72.34,60.49,81.57,11.2,66.93,71.39,Good
681,92.68,59.04,59.18,83.8,63.53,13.2,75.88,64.77,Acceptable
682,70.32,93.66,89.28,43.16,62.44,22.3,46.32,65.89,Good
683,66.84,75.25,45.78,85.23,97.1,37.0,90.51,76.11,Very Good
684,86.75,85.24,65.09,50.4,64.91,12.4,51.66,63.12,Acceptable
685,97.18,47.29,62.88,79.03,88.78,10.0,78.59,70.43,Good
686,82.27,87.41,46.02,71.78,69.66,31.6,31.13,64.63,Acceptable
687,82.86,90.75,51.59,95.39,56.96,22.5,56.09,79.95,Very Good
688,71.2,66.79,66.92,60.18,50.54,36.9,54.62,68.62,Good
689,90.78,73.34,71.12,39.3,77.21,10.1,68.04,60.75,Acceptable
690,67.48,82.06,66.43,36.25,98.79,27.6,35.09,71.11,Good
691,72.95,49.62,73.14,88.75,68.46,13.2,85.31,69.95,Good
692,77.02,67.64,76.54,69.11,67.86,10.5,45.24,67.97,Good
693,80.3,61.93,45.53,85.39,67.2,28.9,77.39,68.51,Good
694,69.7,48.05,69.6,50.24,76.03,25.8,86.22,61.42,Acceptable
695,64.59,60.21,96.07,57.43,72.03,31.4,69.33,73.81,Good
696,84.42,43.75,72.51,36.96,94.0,15.8,81.86,63.99,Acceptable
697,71.55,41.42,80.91,97.5,75.28,20.7,76.33,73.95,Good
698,83.25,47.43,61.53,78.41,75.39,19.2,54.89,63.66,Acceptable
699,66.17,92.97,86.02,95.66,56.92,39.4,86.62,79.65,Very Good
700,79.25,70.22,85.96,52.26,99.14,15.2,50.63,68.05,Good
701,81.3,93.12,72.63,74.75,62.5,15.3,69.98,73.26,Good
702,62.07,63.79,96.73,79.1,53.67,17.4,82.18,68.33,Good
703,73.46,57.15,51.65,55.64,83.16,24.8,56.53,61.92,Acceptable
704,65.38,67.84,45.9,90.13,79.77,13.8,51.19,72.78,Good
705,62.53,64.17,85.82,96.57,70.76,37.0,62.15,82.67,Very Good
706,99.6,45.81,87.78,92.52,71.11,14.3,87.26,77.79,Very Good
707,72.89,75.25,51.37,83.04,89.25,36.4,95.09,76.5,Very Good
708,92.39,51.88,59.08,53.04,59.79,8.6,68.16,64.18,Acceptable
709,70.19,74.08,45.93,53.31,91.01,28.0,76.3,67.72,Good
710,87.26,75.76,60.55,97.62,82.44,36.7,93.23,81.36,Very Good
711,90.41,48.36,85.98,35.67,70.95,10.9,36.9,55.53,Acceptable
712,83.83,43.37,72.45,81.54,72.9,38.9,46.25,72.7,Good
713,78.86,82.94,63.45,80.91,62.83,20.9,79.62,74.89,Good
714,76.47,65.29,64.7,75.47,87.61,38.1,87.66,74.02,Good
715,73.95,43.2,45.07,99.36,75.64,28.7,89.99,71.82,Good
716,97.18,94.72,60.89,55.27,66.04,15.6,59.06,66.94,Good
717,93.22,43.18,79.26,57.1,79.8,11.6,36.25,64.6,Acceptable
718,98.6,78.23,96.63,40.13,99.79,15.6,60.64,68.43,Good
719,64.97,94.1,89.89,63.78,71.76,8.3,46.15,71.56,Good
720,89.23,53.15,46.25,51.97,96.03,10.0,50.38,65.03,Good
721,97.53,47.82,92.62,57.32,67.25,8.7,84.06,66.62,Good
722,67.25,46.68,86.51,89.25,52.74,19.8,35.29,68.28,Good
723,62.66,56.68,86.36,95.81,60.21,32.8,87.93,74.27,Good
724,89.64,45.56,69.27,47.07,70.93,9.9,59.94,60.93,Acceptable
725,82.98,78.07,66.09,59.21,60.98,9.6,71.72,64.36,Acceptable
